"16027","06","11","13","15","28","02","06"
"16026","02","06","29","30","34","01","07"
"16025","03","06","13","23","24","07","10"
"16024","01","02","11","15","18","04","08"
"16023","04","09","14","25","27","06","11"
"16022","04","18","21","30","35","02","11"
"16021","01","04","09","10","35","09","11"
"16020","01","16","22","29","30","02","09"
"16019","04","11","15","20","26","08","09"
"16018","05","10","13","27","33","08","11"
"16017","11","18","24","28","29","05","10"
"16016","03","10","22","29","32","02","05"
"16015","01","04","10","13","30","03","09"
"16014","06","08","21","24","27","02","10"
"16013","03","21","23","31","35","02","11"
"16012","05","07","11","23","28","03","12"
"16011","02","08","10","15","23","05","10"
"16010","12","13","15","16","28","02","05"
"16009","05","08","10","17","20","02","12"
"16008","05","12","31","34","35","04","05"
"16007","02","05","14","32","35","01","03"
"16006","14","16","17","22","24","02","09"
"16005","06","09","12","15","20","08","11"
"16004","10","20","23","32","35","09","10"
"16003","04","12","17","22","26","06","07"
"16002","07","12","18","25","35","07","09"
"16001","01","07","19","20","30","05","10"
"15153","01","07","22","27","33","02","11"
"15152","04","05","22","29","35","02","11"
"15151","15","16","18","30","35","01","07"
"15150","04","13","18","25","33","03","07"
"15149","04","06","10","12","28","02","08"
"15148","08","11","27","31","33","08","09"
"15147","01","02","13","18","19","08","10"
"15146","04","15","19","27","31","04","11"
"15145","06","07","20","29","32","11","12"
"15144","01","09","24","26","29","06","11"
"15143","09","20","31","33","35","10","11"
"15142","12","14","22","26","30","03","06"
"15141","02","04","15","19","31","02","03"
"15140","01","11","15","26","35","06","11"
"15139","02","03","05","25","32","05","07"
"15138","01","16","20","29","32","04","07"
"15137","14","17","21","23","26","08","11"
"15136","05","20","23","29","32","02","10"
"15135","05","16","20","25","29","06","08"
"15134","01","02","06","15","35","04","07"
"15133","03","07","08","25","30","04","08"
"15132","03","08","14","18","27","01","05"
"15131","11","17","19","20","27","02","03"
"15130","17","25","31","32","34","02","12"
"15129","01","06","23","25","29","03","09"
"15128","10","12","23","30","32","03","04"
"15127","09","11","14","19","30","03","08"
"15126","04","05","08","09","21","03","06"
"15125","02","03","15","17","28","08","10"
"15124","04","06","12","31","32","03","06"
"15123","04","15","27","29","30","02","10"
"15122","11","13","15","26","35","06","11"
"15121","02","04","17","27","28","04","06"
"15120","01","09","15","24","32","05","10"
"15119","01","08","12","16","21","06","11"
"15118","03","07","20","24","31","04","09"
"15117","06","17","20","30","33","10","11"
"15116","07","10","19","24","33","03","07"
"15115","08","12","13","14","16","03","09"
"15114","09","18","24","31","34","02","10"
"15113","01","14","21","29","33","02","10"
"15112","04","05","15","19","28","04","11"
"15111","07","08","16","24","28","03","10"
"15110","02","07","10","22","30","07","11"
"15109","01","06","11","22","31","03","12"
"15108","01","13","16","26","31","07","12"
"15107","03","23","25","28","29","06","07"
"15106","02","11","13","22","30","02","03"
"15105","08","09","15","21","27","05","09"
"15104","16","19","25","30","34","04","09"
"15103","07","09","15","25","34","04","10"
"15102","11","14","15","33","34","03","12"
"15101","06","12","17","18","32","07","12"
"15100","09","15","18","23","32","05","07"
"15099","09","12","14","22","25","05","10"
"15098","09","14","21","27","33","06","09"
"15097","04","16","17","26","27","01","04"
"15096","03","09","12","18","21","02","06"
"15095","08","14","26","34","35","05","10"
"15094","02","03","10","11","29","03","07"
"15093","16","17","25","26","27","02","04"
"15092","02","14","21","27","34","05","08"
"15091","02","07","28","29","30","03","07"
"15090","06","09","11","17","21","06","08"
"15089","05","12","18","20","27","10","12"
"15088","05","15","28","31","34","11","12"
"15087","02","05","15","17","22","01","11"
